T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,Td,tR,Tg,t
-0.3041666666666667,717.3805555555556,736.5486111111111,-2.720833333333333,96.30555555555556,4.5,10.9375,11.292682926829269,-1.6111111111111112,0.15555555555555556,-0.8374999999999999,12.0,7.799509462612262,15.0
13.177777777777777,722.1309859154929,740.4914285714286,0.7014285714285714,92.01388888888889,4.388888888888889,11.285714285714286,11.714285714285714,11.39090909090909,15.944444444444445,11.8625,12.0,11.444444444444445,13.0
-32.63767123287671,741.3871428571429,763.03,-0.7518248175182481,70.43835616438356,1.3835616438356164,10.817173871040186,11.16056246969491,-36.83846153846154,-29.20555555555556,-36.16438356164384,12.0,7.799509462612262,17.0
-2.259722222222222,731.4652777777778,751.1347222222222,-1.8819444444444444,92.38888888888889,5.055555555555555,12.03125,13.73913043478261,-2.3428571428571425,-0.8999999999999999,-3.3666666666666667,12.0,-3.5,16.0
17.1875,738.9430555555556,757.4333333333333,-1.1527777777777777,74.36111111111111,3.388888888888889,11.071428571428571,12.178571428571429,12.466666666666667,24.177777777777777,11.966666666666667,12.0,12.333333333333334,14.0
5.951388888888889,732.1555555555556,751.318309859155,-0.7902777777777777,89.45833333333333,3.513888888888889,11.307692307692308,11.969696969696969,4.585714285714286,8.622222222222222,4.195833333333334,12.0,5.777777777777778,9.178723404255319
-30.739041095890407,736.8092198581561,758.1635714285713,-0.08759124087591241,71.20547945205479,1.186206896551724,10.817173871040186,11.16056246969491,-33.346666666666664,-28.75294117647059,-34.36643835616438,12.0,7.799509462612262,8.0
5.448630136986301,739.8212328767123,758.277397260274,-0.5444444444444445,52.342465753424655,3.547945205479452,10.8,11.303571428571429,1.2476190476190476,10.0,-4.193150684931507,12.0,0.3157894736842105,17.0
-10.8625,746.6583333333333,767.4541666666667,0.12638888888888888,86.88888888888889,1.6111111111111112,10.817173871040186,11.16056246969491,-11.463636363636363,-9.399999999999999,-12.68611111111111,12.0,7.799509462612262,12.0
12.04861111111111,748.875,767.9708333333333,-0.5638888888888889,74.84722222222223,1.5138888888888888,10.817173871040186,10.0,4.455555555555556,20.37777777777778,6.951388888888889,12.0,4.333333333333333,15.0
8.761379310344829,740.7232876712329,758.9801369863014,0.7090277777777778,46.6,2.712328767123288,10.5,10.842105263157896,1.631578947368421,15.527777777777779,-3.2006849315068493,12.0,0.2222222222222222,5.0
13.121232876712329,735.9,753.6944827586207,-0.8056338028169014,88.93835616438356,1.7191780821917808,10.817173871040186,10.0,8.53,16.455555555555556,11.266438356164384,12.0,9.65,4.0
15.902777777777779,735.3333333333334,753.7777777777778,-0.28750000000000003,88.20833333333333,3.4305555555555554,10.75,11.192307692307692,14.419999999999998,18.422222222222224,13.797222222222222,12.0,14.666666666666666,0.0
-10.741666666666667,743.8013888888888,764.6041666666666,-1.1791666666666667,72.04166666666667,5.25,10.962962962962964,11.694915254237289,-13.84,-8.066666666666666,-15.001388888888888,12.0,7.799509462612262,-11.0
15.876388888888888,724.9314285714286,743.0695652173913,-0.9776119402985075,92.43055555555556,2.625,11.0,14.363636363636363,13.944444444444445,20.266666666666666,14.565277777777778,12.0,14.375,2.0
-2.7375,736.5680555555556,756.4388888888889,-0.575,92.09722222222223,5.25,11.151515151515152,11.931034482758621,-4.788888888888889,-1.3222222222222222,-3.8777777777777778,12.0,7.799509462612262,-22.0
-11.972222222222221,748.4888888888888,769.5541666666667,-0.5569444444444445,87.625,3.861111111111111,10.666666666666666,10.75,-19.188888888888886,-9.222222222222221,-13.622222222222222,12.0,7.799509462612262,-14.0
6.586111111111111,739.6013888888889,758.838888888889,0.19166666666666665,83.70833333333333,2.2777777777777777,10.817173871040186,10.333333333333334,4.8933333333333335,10.011111111111111,3.7375000000000003,12.0,7.666666666666667,10.0
6.363888888888889,738.2597222222222,757.5097222222222,-0.4791666666666667,79.625,2.486111111111111,10.817173871040186,11.16056246969491,-7.401486830834377e-17,11.81111111111111,2.6708333333333334,12.0,1.8333333333333333,10.0
8.241666666666667,732.6930555555556,751.6666666666666,-0.4972222222222222,94.29166666666667,2.4444444444444446,10.817173871040186,10.0,6.109090909090909,10.911111111111111,7.3500000000000005,12.0,7.0,12.0
7.915277777777778,736.1125,754.9763888888889,0.6958333333333333,84.72222222222223,2.361111111111111,10.817173871040186,11.16056246969491,5.49,11.322222222222223,5.206944444444444,12.0,6.714285714285714,10.0
8.059722222222222,734.5944444444444,753.6041666666666,-0.13749999999999998,81.01408450704226,3.7222222222222223,10.583333333333334,11.258064516129032,5.7700000000000005,12.655555555555557,4.838028169014085,12.0,6.222222222222222,10.0
6.058333333333334,736.3861111111112,755.6097222222222,-0.1513888888888889,80.76388888888889,2.361111111111111,12.0,11.25,2.433333333333333,9.988888888888889,2.673611111111111,12.0,2.625,10.0
5.848611111111111,749.8,769.3555555555555,1.0791666666666666,73.93055555555556,2.25,10.817173871040186,10.0,0.7222222222222222,11.666666666666666,0.9527777777777777,12.0,0.6666666666666666,7.0
-1.7625000000000002,732.4902777777778,752.1652777777778,0.37777777777777777,88.29166666666667,3.763888888888889,10.6,10.526315789473685,-2.177777777777778,0.12222222222222223,-3.5319444444444446,12.0,7.799509462612262,7.0
-16.651829268292683,739.1414634146341,758.7067073170731,-0.17515527950310558,83.80981595092024,2.1097560975609757,10.817173871040186,11.16056246969491,-19.02962962962963,-14.995238095238097,-18.770552147239265,12.0,7.799509462612262,15.0
13.108333333333333,747.0694444444445,766.0666666666667,0.08194444444444444,33.611111111111114,1.9027777777777777,10.817173871040186,11.0,2.7555555555555555,19.966666666666665,-4.348611111111111,12.0,2.111111111111111,20.0
17.794444444444444,744.7347222222222,763.3152777777777,0.4930555555555556,59.111111111111114,2.0833333333333335,10.817173871040186,13.2,12.0,23.51111111111111,8.905555555555557,12.0,10.625,25.0
10.276388888888889,742.5194444444445,761.6166666666667,0.5902777777777778,49.77777777777778,3.9722222222222223,10.52,11.862745098039216,8.807142857142857,13.222222222222221,-0.20833333333333331,12.0,9.222222222222221,11.0
5.469444444444445,747.2597222222222,766.8152777777777,0.2888888888888889,56.97222222222222,3.236111111111111,10.0,10.0625,2.322222222222222,9.5,-2.683333333333333,12.0,3.2222222222222223,9.178723404255319
-5.323611111111111,738.526388888889,758.6458333333334,0.5902777777777778,84.40277777777777,2.7916666666666665,10.0,10.285714285714286,-7.3999999999999995,-3.066666666666667,-7.655555555555556,12.0,7.799509462612262,20.0
12.213888888888889,743.9791666666666,762.9791666666666,0.027777777777777776,49.111111111111114,1.9027777777777777,10.817173871040186,10.0,4.477777777777778,18.711111111111112,0.1319444444444445,12.0,4.111111111111111,23.0
18.147222222222222,735.0291666666667,753.3208333333333,0.23194444444444443,73.73611111111111,2.1805555555555554,10.0,10.333333333333334,15.718181818181819,22.27777777777778,13.00138888888889,12.0,15.222222222222221,16.0
21.82638888888889,746.4055555555556,764.7486111111111,0.016666666666666673,71.66666666666667,1.9583333333333333,10.817173871040186,13.5,16.42222222222222,28.72222222222222,15.823611111111111,12.0,16.444444444444443,20.0
17.61388888888889,740.7069444444445,759.2041666666667,0.3402777777777778,67.69444444444444,2.75,11.0,10.882352941176471,14.166666666666666,21.88888888888889,10.92361111111111,12.0,13.777777777777779,22.0
2.549375,756.8162500000001,775.5543749999999,-0.2822368421052632,86.53125,1.26875,10.817173871040186,11.16056246969491,-0.22962962962962963,6.6952380952380945,0.259375,12.0,0.6666666666666666,22.0
-16.79378881987578,733.7635802469135,753.2864197530864,0.7883870967741936,83.46583850931677,2.2962962962962963,10.0,10.333333333333334,-16.33235294117647,-13.838095238095239,-19.001851851851853,12.0,7.799509462612262,23.0
20.126388888888886,738.9124999999999,757.1680555555555,0.4152777777777778,78.47222222222223,2.388888888888889,10.0,11.0,16.01111111111111,26.01111111111111,15.78611111111111,12.0,16.444444444444443,20.0
22.041666666666668,744.7041666666667,763.0222222222222,-0.32916666666666666,62.43055555555556,1.2777777777777777,10.817173871040186,11.16056246969491,14.577777777777776,28.422222222222224,13.495833333333334,12.0,14.11111111111111,25.0
21.0375,741.9208333333333,760.2388888888888,-0.29444444444444445,60.34722222222222,1.8194444444444444,10.817173871040186,10.0,12.911111111111111,27.966666666666665,11.770833333333334,12.0,13.222222222222221,23.0
20.293055555555554,741.7388888888888,760.1125,0.21805555555555556,81.47222222222223,1.7361111111111112,10.817173871040186,11.0,15.733333333333333,25.57777777777778,16.65138888888889,12.0,16.88888888888889,19.0
-17.718055555555555,744.6152777777778,765.9361111111111,0.14722222222222223,82.98611111111111,2.0833333333333335,10.817173871040186,11.16056246969491,-25.37777777777778,-14.155555555555557,-19.9375,12.0,7.799509462612262,28.0
3.411111111111111,742.3833333333333,761.9277777777778,0.7972222222222222,79.47222222222223,1.7916666666666667,10.817173871040186,11.16056246969491,0.7181818181818183,8.133333333333333,-0.20277777777777778,12.0,7.799509462612262,30.0
-9.684049079754601,745.8564417177914,765.1447852760737,-1.4339622641509433,87.20245398773007,2.7423312883435584,11.5,11.5,-13.391304347826088,-7.776190476190475,-11.444171779141104,12.0,7.799509462612262,26.0
24.071428571428573,745.5032467532468,762.7616883116883,0.45873015873015877,49.811688311688314,2.4805194805194803,10.0,10.705882352941176,17.54285714285714,31.21578947368421,11.655844155844155,12.0,15.571428571428571,28.0
22.36103896103896,751.827922077922,769.351948051948,-0.3402777777777778,55.3051948051948,1.5844155844155845,10.817173871040186,10.0,13.415000000000001,30.321052631578947,11.607792207792206,12.0,13.0,25.0
14.579738562091501,735.5233766233766,753.1571428571428,-1.2597222222222222,77.81045751633987,3.5359477124183005,11.405405405405405,12.5875,8.58095238095238,20.957894736842103,10.299350649350648,12.0,8.476190476190476,15.0
13.694155844155844,738.8857142857142,756.6616883116883,-0.5305555555555556,78.24183006535948,2.6298701298701297,11.384615384615385,11.92,8.257142857142858,19.468421052631577,8.717647058823529,12.0,8.80952380952381,18.0
11.322222222222223,737.1652777777778,755.9875,0.5555555555555556,70.02777777777777,2.875,10.817173871040186,11.0,7.433333333333334,14.788888888888888,5.669444444444444,12.0,7.777777777777778,10.0
3.3402777777777777,741.776388888889,761.2986111111111,0.47500000000000003,86.23611111111111,2.3055555555555554,11.0,10.75,2.1416666666666666,6.522222222222222,1.0430555555555554,12.0,7.799509462612262,-8.0
-22.0,759.5556886227545,779.9491017964071,-0.42891566265060244,77.95209580838323,0.9640718562874252,10.817173871040186,11.16056246969491,-26.75,-16.40952380952381,-24.856886227544912,12.0,7.799509462612262,-21.0
-15.35301204819277,770.7698795180723,791.0463855421688,-0.09393939393939393,72.1566265060241,3.4096385542168677,10.5,10.891891891891891,-18.112000000000002,-12.104761904761904,-19.34879518072289,12.0,7.799509462612262,-15.0
-10.630434782608695,737.425,756.42125,0.4363636363636364,86.51875,1.8633540372670807,10.0,10.875,-10.36216216216216,-8.947619047619046,-12.433125,12.0,7.799509462612262,-12.0
0.49940476190476196,750.4922619047619,768.9303571428571,-0.4149700598802395,77.72619047619048,1.4311377245508983,10.817173871040186,11.16056246969491,-1.224,2.3476190476190473,-3.1791666666666667,12.0,-0.9411764705882353,-11.0
-22.237654320987655,743.9802469135802,764.220987654321,-0.3548387096774194,79.38271604938272,1.2530864197530864,10.817173871040186,11.16056246969491,-23.1875,-19.861904761904764,-24.85679012345679,12.0,7.799509462612262,-22.0
-24.455487804878047,739.6987804878049,759.909756097561,-0.5900621118012422,77.63414634146342,1.170731707317073,10.817173871040186,11.16056246969491,-28.616666666666664,-21.66190476190476,-27.259146341463413,12.0,7.799509462612262,-27.0
-33.43392857142857,751.2488095238095,772.3380952380952,0.8071428571428572,68.78915662650603,1.1607142857142858,10.817173871040186,11.16056246969491,-34.8974358974359,-30.90952380952381,-37.1789156626506,12.0,7.799509462612262,-26.0
14.614457831325302,746.3686746987952,763.8240963855421,-0.026388888888888885,80.39759036144578,1.5180722891566265,10.0,10.0,8.09047619047619,20.995238095238093,10.931927710843373,12.0,8.19047619047619,-30.0
4.401796407185629,743.4281437125749,761.448502994012,0.26805555555555555,69.73053892215569,3.065868263473054,10.0,11.085714285714285,1.3,8.138095238095238,-1.2592814371257486,12.0,1.5789473684210527,2.0
1.7622754491017965,748.7574850299401,767.1263473053892,-0.27222222222222225,80.20359281437126,2.4011976047904193,10.0,10.0,-1.3772727272727272,4.319047619047619,-1.419760479041916,12.0,-0.7619047619047619,12.0
-1.9560240963855422,745.2331325301204,763.7463855421687,0.3958333333333333,85.9578313253012,3.3012048192771086,10.0,10.375,-3.579310344827586,-0.3761904761904762,-4.062650602409638,12.0,7.799509462612262,5.0
-2.3708333333333336,742.4190476190475,760.8517857142857,-0.47361111111111115,89.14285714285714,4.261904761904762,10.827586206896552,11.384615384615385,-3.2904761904761903,-1.3571428571428572,-3.9732142857142856,12.0,7.799509462612262,8.0
2.4682926829268292,749.6939024390244,768.1060975609756,0.46111111111111114,71.9329268292683,1.9634146341463414,10.5,11.090909090909092,-2.4142857142857146,7.1571428571428575,-2.676829268292683,12.0,-1.2380952380952381,4.0
10.911904761904761,748.9827380952381,766.6940476190476,-0.3472222222222222,52.601190476190474,2.2023809523809526,10.5,10.9,2.1666666666666665,18.428571428571427,-0.04583333333333332,12.0,2.142857142857143,15.0
4.998214285714286,738.6190476190476,756.4720238095239,0.12083333333333332,54.82738095238095,2.244047619047619,10.817173871040186,10.0,-0.09999999999999998,9.680952380952382,-3.9827380952380955,12.0,0.19047619047619047,5.0
5.251219512195123,735.2481707317073,753.1219512195122,-0.6208333333333333,68.13414634146342,2.6402439024390243,10.4,11.285714285714286,1.3636363636363635,8.395238095238096,-0.7524390243902439,12.0,0.7619047619047619,6.0
11.44506172839506,733.074074074074,750.5234567901234,-0.2041666666666667,85.03703703703704,2.6481481481481484,10.5,11.193548387096774,8.658333333333333,14.414285714285715,8.837037037037037,12.0,9.333333333333334,14.0
9.701219512195122,740.2073170731708,757.9530487804878,-0.05416666666666667,73.16463414634147,1.7317073170731707,10.0,11.25,4.238095238095238,15.5,4.7073170731707314,12.0,4.476190476190476,12.0
13.013580246913579,731.3925925925927,748.729012345679,0.9666666666666666,83.11728395061728,3.1296296296296298,10.615384615384615,11.071428571428571,10.939130434782609,15.385714285714286,10.011111111111111,12.0,10.761904761904763,13.0
18.75487804878049,742.9642424242425,760.090303030303,0.034722222222222224,76.14634146341463,1.9268292682926829,10.817173871040186,11.0,15.545833333333334,22.823809523809523,14.151515151515152,12.0,15.476190476190476,24.0
16.20925925925926,739.7913580246914,757.0895061728395,-0.2652777777777778,86.73456790123457,1.4567901234567902,10.817173871040186,13.0,13.830434782608696,20.66190476190476,13.827777777777778,12.0,14.952380952380953,20.0
-29.986956521739128,751.7993788819875,772.9223602484471,0.3616883116883117,71.52173913043478,1.434782608695652,10.817173871040186,11.16056246969491,-30.349999999999998,-26.814999999999998,-33.455279503105594,12.0,7.799509462612262,25.0
2.307185628742515,740.6203592814371,758.7419161676646,0.25277777777777777,50.047904191616766,2.407185628742515,10.2,10.357142857142858,-2.819047619047619,6.828571428571429,-8.04071856287425,12.0,-2.4444444444444446,19.0
13.3,739.1067484662576,756.5932515337423,-0.02916666666666666,65.59509202453988,2.5276073619631902,10.857142857142858,12.021739130434783,6.9523809523809526,19.61904761904762,6.203680981595093,12.0,6.8,11.0
-0.956547619047619,746.7720238095238,765.2196428571428,0.9180555555555555,84.0059880239521,3.267857142857143,10.25,10.481481481481481,-0.975,-0.49523809523809514,-3.411309523809524,12.0,7.799509462612262,8.0
12.021818181818182,742.6048484848485,760.1654545454545,0.8263888888888888,83.28484848484848,2.9575757575757575,10.0,10.263157894736842,10.328,14.290476190476191,9.103636363636364,12.0,8.238095238095237,12.0
-7.28060606060606,754.8769696969697,774.0866666666667,-0.11527777777777778,91.78787878787878,1.8848484848484848,10.817173871040186,10.0,-12.26086956521739,-5.371428571428571,-8.39939393939394,12.0,7.799509462612262,-10.0
-5.681818181818182,754.3732954545455,773.56875,-0.1875,87.41477272727273,2.4261363636363638,10.0,10.0,-6.566666666666667,-5.140909090909091,-7.484659090909091,12.0,7.799509462612262,13.0
8.936309523809523,730.2017857142857,747.5940476190476,-2.004166666666667,86.99404761904762,3.5833333333333335,11.083333333333334,12.542857142857143,3.895238095238095,16.17142857142857,6.622619047619047,12.0,3.7142857142857144,12.0
19.60595238095238,737.0791666666667,753.9279761904761,0.15416666666666667,76.58333333333333,1.5714285714285714,10.0,10.6,15.945833333333333,24.169999999999998,15.102976190476191,12.0,16.666666666666668,12.0
16.57202380952381,731.3297619047619,748.2392857142856,-0.9916666666666667,71.78571428571429,2.4761904761904763,11.272727272727273,13.372549019607844,10.866666666666665,24.91111111111111,10.89345238095238,12.0,10.80952380952381,16.0
9.262275449101796,737.9832335329342,755.540119760479,0.7361111111111112,72.76047904191617,2.3233532934131738,10.8,10.818181818181818,7.245833333333334,12.657142857142858,4.176047904191616,12.0,7.571428571428571,23.0
18.5625,735.1107954545455,752.1789772727273,0.2642857142857143,75.4,2.3352601156069364,12.0,13.142857142857142,14.55909090909091,24.16,13.665714285714285,12.0,13.636363636363637,25.0
1.2113636363636362,745.15,763.6085227272728,-0.8250000000000001,91.46022727272727,2.9829545454545454,10.0,10.333333333333334,0.7655172413793103,1.9227272727272726,-0.06420454545454544,12.0,0.3333333333333333,19.0
21.210714285714285,741.5982142857143,758.4589285714286,-0.08055555555555555,70.60479041916167,2.1011904761904763,10.817173871040186,10.4,16.128571428571426,26.83809523809524,15.246107784431137,12.0,16.714285714285715,24.0
21.40059523809524,749.4148809523809,766.4404761904761,0.19027777777777777,60.44642857142857,1.0773809523809523,10.817173871040186,11.16056246969491,11.395238095238096,29.19047619047619,12.223214285714286,12.0,12.285714285714286,28.0
19.87727272727273,747.4579545454545,764.7323863636364,-0.22142857142857145,79.0965909090909,1.7797619047619047,10.333333333333334,11.1,15.695454545454545,25.922727272727272,15.771022727272726,12.0,16.454545454545453,24.0
-10.003571428571428,764.3369047619047,783.8744047619048,-0.5347222222222222,80.79166666666667,1.3333333333333333,10.817173871040186,10.0,-14.048275862068964,-4.171428571428571,-12.923809523809522,12.0,7.799509462612262,23.0
-11.926785714285714,740.6380952380953,759.7154761904761,0.17222222222222222,63.38095238095238,3.8988095238095237,10.89655172413793,11.391891891891891,-15.902857142857144,-7.876190476190477,-17.785119047619048,12.0,7.799509462612262,24.0
13.033142857142858,746.9056818181817,764.5471590909091,0.06250000000000001,83.96,1.44,10.817173871040186,11.16056246969491,9.975,17.3,10.247159090909092,12.0,9.545454545454545,15.0
10.470454545454546,756.8778409090909,775.0210227272728,0.12678571428571428,71.82954545454545,1.5113636363636365,10.817173871040186,11.16056246969491,3.9545454545454546,16.89090909090909,4.881818181818182,12.0,4.409090909090909,9.178723404255319
-9.997109826589595,754.3125714285715,773.8971428571429,0.4446428571428572,78.8,1.24,10.817173871040186,10.0,-12.533333333333333,-6.5590909090909095,-13.213142857142858,12.0,-8.0,10.0
9.825000000000001,744.2738636363637,762.1125714285715,0.24821428571428572,87.88636363636364,1.3465909090909092,10.817173871040186,10.0,3.6142857142857148,15.45909090909091,7.778409090909091,12.0,3.727272727272727,15.0
-13.419642857142858,752.9303571428571,772.432738095238,-0.18055555555555555,59.74404761904762,1.630952380952381,10.817173871040186,11.0,-22.195999999999998,-4.414285714285715,-20.27559523809524,12.0,7.799509462612262,-9.0
10.809248554913294,750.1780346820809,768.1826589595377,-0.9678571428571429,66.27167630057804,2.2658959537572256,10.0,10.333333333333334,3.090909090909091,17.621739130434783,3.913294797687861,12.0,2.5454545454545454,-4.0
-13.367045454545455,752.2443181818181,771.9755681818183,-0.08928571428571429,86.54545454545455,1.0795454545454546,10.817173871040186,10.0,-16.639473684210525,-11.181818181818182,-15.155113636363637,12.0,7.799509462612262,-12.0
-10.8375,755.8323863636364,775.4420454545453,0.125,88.1875,1.7215909090909092,10.817173871040186,10.0,-10.807692307692308,-9.981818181818182,-12.434659090909092,12.0,7.799509462612262,-9.0
-16.321022727272727,753.7397727272728,773.825,-0.39387755102040817,79.01136363636364,2.4886363636363638,10.0,10.0,-21.069565217391304,-13.259090909090908,-19.16590909090909,12.0,7.799509462612262,-18.0
12.570454545454545,748.1193181818181,765.9107954545453,0.7035714285714285,64.35795454545455,2.0511363636363638,11.0,10.727272727272727,6.013636363636365,18.87272727272727,4.961931818181818,12.0,4.333333333333333,18.0
10.583428571428572,749.0772727272728,767.0369318181819,-0.1625,51.21142857142857,2.903409090909091,10.142857142857142,10.59375,7.2681818181818185,13.868181818181819,0.22215909090909094,12.0,7.0476190476190474,10.0
9.259659090909091,741.5034090909091,759.3642045454545,-0.3964285714285714,44.86931818181818,1.7784090909090908,10.817173871040186,10.2,-0.45909090909090905,16.186363636363637,-4.011931818181818,12.0,-0.22727272727272727,10.0
9.69375,734.9708571428571,752.6508571428571,-0.8425925925925926,66.03428571428572,3.045714285714286,10.947368421052632,11.46808510638298,4.595238095238095,15.9,2.8897142857142857,12.0,2.9047619047619047,10.0
4.151704545454546,737.0465909090909,755.1142045454545,1.0714285714285714,64.18181818181819,3.090909090909091,10.615384615384615,11.08108108108108,1.3041666666666667,7.645454545454545,-2.6437500000000003,12.0,2.3636363636363638,5.0
14.652,739.5828571428572,757.0354285714286,-0.5875,67.18857142857142,3.0228571428571427,10.9,12.390625,9.85,20.827272727272728,8.165142857142857,12.0,8.409090909090908,17.0
-8.800568181818182,739.4602272727273,758.5005681818183,-0.1732142857142857,87.25568181818181,1.9488636363636365,10.0,10.571428571428571,-8.986206896551725,-7.359090909090909,-10.575000000000001,12.0,7.799509462612262,17.0
-1.7693181818181818,726.6909090909091,744.9193181818181,-1.0071428571428571,88.49431818181819,4.9602272727272725,11.530303030303031,12.373015873015873,-9.69090909090909,1.259090909090909,-3.4534090909090907,12.0,7.799509462612262,22.0
